TEAM_ID,TEAM_NAME,CONFERENCE,WIN_PCT,POINT_DIFF,GAME_ROWS,AVG_GAME_MARGIN,AVG_TEAM_SCORE,AVG_OPP_SCORE
2050,Ball State Cardinals,Mid-American Conference,0.38709676,-2,31,-1.967742,67.516129,69.483871
2000,Abilene Christian Wildcats,Western Athletic Conference,0.42424244,-2.1,34,-2.000000,68.264706,70.264706
9,Arizona State Sun Devils,Big 12 Conference,0.5151515,-2,33,-2.000000,76.333333,78.333333
116,Mount St. Mary's Mountaineers,Metro Atlantic Athletic Conference,0.46875,-2,32,-2.062500,68.062500,70.125000
284,Stonehill Skyhawks,Northeast Conference,0.36363637,-2.2,33,-2.181818,66.393939,68.575758
2752,Xavier Musketeers,Big East Conference,0.45454547,-2.2,33,-2.272727,78.363636,80.636364
2306,Kansas State Wildcats,Big 12 Conference,0.375,-2.2,32,-2.281250,79.562500,81.843750
2447,Nicholls Colonels,Southland Conference,0.42424244,-2.5,33,-2.515152,72.363636,74.878788
2448,North Carolina A&T Aggies,Coastal Athletic Association,0.36666667,-2.7,30,-2.766667,75.066667,77.833333
2199,Eastern Michigan Eagles,Mid-American Conference,0.32258064,-2.8,31,-2.838710,70.677419,73.516129
2415,Morgan State Bears,Mid-Eastern Athletic Conference,0.46666667,-2.9,31,-2.870968,72.838710,75.709677
13,Cal Poly Mustangs,Big West Conference,0.42424244,-2.9,33,-2.878788,82.121212,85.000000
299,Long Beach State Beach,Big West Conference,0.3125,-2.9,32,-2.906250,74.875000,77.781250
2640,Texas Southern Tigers,Southwestern Athletic Conference,0.4,-3,30,-2.933333,75.033333,77.966667
161,Fairleigh Dickinson Knights,Northeast Conference,0.34375,-3,32,-2.968750,67.187500,70.156250
204,Oregon State Beavers,West Coast Conference,0.5151515,-3.1,33,-3.030303,71.121212,74.151515
2698,West Georgia Wolves,ASUN Conference,0.46875,-3,32,-3.031250,76.562500,79.593750
2638,UTEP Miners,Conference USA,0.3548387,-3.1,31,-3.064516,69.322581,72.387097
2483,Oregon Ducks,Big Ten Conference,0.375,-3.1,32,-3.093750,70.843750,73.937500
2197,Eastern Illinois Panthers,Ohio Valley Conference,0.3939394,-3.2,34,-3.147059,65.117647,68.264706
2655,Tulane Green Wave,American Conference,0.54545456,-3.1,33,-3.151515,72.393939,75.545455
2443,New Orleans Privateers,Southland Conference,0.45454547,-3.2,33,-3.151515,74.515152,77.666667
253,Southern Utah Thunderbirds,Western Athletic Conference,0.3125,-3.2,32,-3.187500,76.312500,79.500000
103,Boston College Eagles,Atlantic Coast Conference,0.3548387,-3.3,31,-3.258065,67.419355,70.677419
270,Milwaukee Panthers,Horizon League,0.375,-3.3,32,-3.375000,76.250000,79.625000
163,Princeton Tigers,Ivy League,0.31034482,-3.4,29,-3.379310,68.586207,71.965517
301,San Diego Toreros,West Coast Conference,0.36363637,-3.4,33,-3.393939,74.484848,77.878788
2428,North Carolina Central Eagles,Mid-Eastern Athletic Conference,0.4375,-3.7,34,-3.411765,67.617647,71.029412
2117,Central Michigan Chippewas,Mid-American Conference,0.32258064,-3.5,31,-3.516129,73.387097,76.903226
2031,Little Rock Trojans,Ohio Valley Conference,0.375,-3.6,32,-3.593750,70.531250,74.125000
59,Georgia Tech Yellow Jackets,Atlantic Coast Conference,0.3548387,-3.6,31,-3.645161,73.774194,77.419355
2029,Arkansas-Pine Bluff Golden Lions,Southwestern Athletic Conference,0.40625,-3.7,32,-3.781250,77.250000,81.031250
2466,Northwestern State Demons,Southland Conference,0.3125,-4.1,33,-4.000000,66.212121,70.212121
50,Florida A&M Rattlers,Southwestern Athletic Conference,0.48387095,-4.2,32,-4.031250,68.218750,72.250000
2501,Portland Pilots,West Coast Conference,0.44117647,-4.1,34,-4.088235,74.411765,78.500000
2837,East Texas A&M Lions,Southland Conference,0.34375,-4.3,34,-4.088235,66.058824,70.147059
2011,Alabama State Hornets,Southwestern Athletic Conference,0.3125,-4.1,32,-4.125000,73.156250,77.281250
198,Oral Roberts Golden Eagles,Summit League,0.3030303,-4.2,33,-4.181818,73.333333,77.515152
344,Mississippi State Bulldogs,Southeastern Conference,0.40625,-4.2,32,-4.187500,77.625000,81.812500
2247,Georgia State Panthers,Sun Belt Conference,0.3125,-4.3,32,-4.312500,70.406250,74.718750
16,Sacramento State Hornets,Big Sky Conference,0.32258064,-4.3,31,-4.322581,77.677419,82.000000
85,IU Indianapolis Jaguars,Horizon League,0.21875,-4.8,33,-4.606061,81.000000,85.606061
2711,Western Michigan Broncos,Mid-American Conference,0.32258064,-4.7,31,-4.709677,74.774194,79.483871
254,Utah Utes,Big 12 Conference,0.3125,-4.8,32,-4.750000,74.343750,79.093750
164,Rutgers Scarlet Knights,Big Ten Conference,0.4117647,-4.8,34,-4.794118,70.529412,75.323529
2363,Manhattan Jaspers,Metro Atlantic Athletic Conference,0.375,-4.9,32,-4.906250,74.031250,78.937500
27,UC Riverside Highlanders,Big West Conference,0.3125,-5,32,-4.937500,72.937500,77.875000
322,Lafayette Leopards,Patriot League,0.34375,-5,32,-4.968750,69.437500,74.406250
107,Holy Cross Crusaders,Patriot League,0.33333334,-5.1,33,-5.060606,68.212121,73.272727
2277,Houston Christian Huskies,Southland Conference,0.375,-5.1,32,-5.062500,67.093750,72.156250
349,Army Black Knights,Patriot League,0.34375,-5,32,-5.062500,72.156250,77.218750
2464,Northern Arizona Lumberjacks,Big Sky Conference,0.3125,-5.1,32,-5.093750,71.312500,76.406250
160,New Hampshire Wildcats,America East Conference,0.3,-5.4,30,-5.400000,69.200000,74.600000
2545,SE Louisiana Lions,Southland Conference,0.29032257,-5.5,31,-5.419355,65.032258,70.451613
213,Penn State Nittany Lions,Big Ten Conference,0.375,-5.6,32,-5.656250,73.687500,79.343750
311,Maine Black Bears,America East Conference,0.25,-5.9,32,-5.906250,62.531250,68.437500
151,East Carolina Pirates,American Conference,0.3548387,-6,31,-5.935484,71.516129,77.451613
56,Stetson Hatters,ASUN Conference,0.36363637,-6,33,-6.060606,73.666667,79.727273
111,Northeastern Huskies,Coastal Athletic Association,0.22580644,-6.1,31,-6.064516,74.903226,80.967742
325,Cleveland State Vikings,Horizon League,0.33333334,-6.1,33,-6.151515,79.787879,85.939394
2885,NJIT Highlanders,America East Conference,0.4848485,-6.2,33,-6.212121,67.030303,73.242424
48,Delaware Blue Hens,Conference USA,0.32258064,-6.3,31,-6.290323,67.677419,73.967742
2379,Maryland Eastern Shore Hawks,Mid-Eastern Athletic Conference,0.28125,-6.4,32,-6.406250,64.375000,70.781250
23,San José State Spartans,Mountain West Conference,0.27272728,-6.5,33,-6.515152,72.000000,78.515152
120,Maryland Terrapins,Big Ten Conference,0.36363637,-6.9,33,-6.878788,69.696970,76.575758
2325,La Salle Explorers,Atlantic 10 Conference,0.28125,-7,32,-6.937500,67.125000,74.062500
2066,Binghamton Bearcats,America East Conference,0.2580645,-7,31,-6.967742,67.903226,74.870968
309,Louisiana Ragin' Cajuns,Sun Belt Conference,0.33333334,-7,33,-7.000000,63.666667,70.666667
2643,The Citadel Bulldogs,Southern Conference,0.33333334,-7.1,33,-7.151515,70.363636,77.515152
2492,Pepperdine Waves,West Coast Conference,0.28125,-7.3,32,-7.312500,72.250000,79.562500
315,Niagara Purple Eagles,Metro Atlantic Athletic Conference,0.26666668,-7.3,30,-7.366667,63.866667,71.233333
2099,Canisius Golden Griffins,Metro Atlantic Athletic Conference,0.32258064,-7.6,31,-7.516129,62.935484,70.451613
2803,Bryant Bulldogs,America East Conference,0.29032257,-7.7,31,-7.612903,64.838710,72.451613
2459,Northern Illinois Huskies,Mid-American Conference,0.3,-8.3,31,-8.000000,67.290323,75.290323
2678,VMI Keydets,Southern Conference,0.1875,-8,32,-8.031250,71.968750,80.000000
2453,North Alabama Lions,ASUN Conference,0.3,-8.2,30,-8.200000,69.400000,77.600000
2454,North Florida Ospreys,ASUN Conference,0.21875,-8.6,32,-8.562500,79.593750,88.156250
2083,Bucknell Bison,Patriot League,0.3030303,-8.9,33,-8.939394,67.363636,76.303030
2350,Loyola Chicago Ramblers,Atlantic 10 Conference,0.27272728,-9,33,-8.969697,66.787879,75.757576
2169,Delaware State Hornets,Mid-Eastern Athletic Conference,0.2580645,-9.3,32,-9.031250,59.250000,68.281250
2934,Cal State Bakersfield Roadrunners,Big West Conference,0.25,-9.1,32,-9.062500,73.093750,82.156250
2598,Saint Francis Red Flash,Northeast Conference,0.22580644,-9.5,32,-9.187500,69.250000,78.437500
339,Evansville Purple Aces,Missouri Valley Conference,0.21875,-9.5,33,-9.212121,64.939394,74.151515
2130,Chicago State Cougars,Northeast Conference,0.21875,-10.3,32,-10.281250,65.781250,76.062500
2569,South Carolina State Bulldogs,Mid-Eastern Athletic Conference,0.3125,-11.7,34,-11.029412,63.147059,74.176471
2433,UL Monroe Warhawks,Sun Belt Conference,0.125,-11.5,33,-11.121212,70.242424,81.363636
2636,UTSA Roadrunners,American Conference,0.16666667,-11.2,30,-11.266667,69.466667,80.733333
2710,Western Illinois Leathernecks,Ohio Valley Conference,0.16129032,-11.9,31,-11.935484,64.870968,76.806452
2520,Rider Broncs,Metro Atlantic Athletic Conference,0.13793103,-12.6,29,-12.551724,63.448276,76.000000
2016,Alcorn State Braves,Southwestern Athletic Conference,0.28125,-13.3,32,-13.281250,66.906250,80.187500
2296,Jackson State Tigers,Southwestern Athletic Conference,0.36363637,-13.6,33,-13.515152,70.242424,83.757576
140,Kansas City Roos,Summit League,0.12903225,-14.6,32,-14.093750,67.156250,81.250000
2154,Coppin State Eagles,Mid-Eastern Athletic Conference,0.22580644,-14.9,32,-14.406250,63.500000,77.906250
2241,Gardner-Webb Runnin' Bulldogs,Big South Conference,0.121212125,-17.4,33,-17.333333,68.121212,85.454545
2005,Air Force Falcons,Mountain West Conference,0.09375,-18.4,32,-18.343750,61.531250,79.875000
2400,Mississippi Valley State Delta Devils,Southwestern Athletic Conference,0.09090909,-18.8,33,-18.757576,64.242424,83.000000
